// 人物名稱字串檔, 將內容複製到 GameResource.txt

[name]

item = 25000,山羊
item = 27412,曹仁NPC
item = 27413,關平NPC
item = 27414,程普NPC
item = 27415,夏侯霸NPC
item = 27416,吳懿NPC
item = 27417,淩操NPC
item = 27418,財神
item = 27419,大鴻臚
item = 27420,中郎將‧朱雋
item = 27421,中郎將‧皇甫嵩
item = 27422,中郎將‧鄒靖
item = 27423,夏口渡役
item = 27424,夏口渡役(日)
item = 27425,孔融
item = 27426,禰衡
item = 27427,左慈(NPC)
item = 27428,周魴
item = 27429,盧植
item = 27430,朱治
item = 27431,傅燮
item = 27432,大司農
item = 27433,渡役
item = 27434,渡役官員
item = 27435,孫輔
item = 27436,秦松
item = 27437,紅衣老人
item = 27438,馬休
item = 27439,士壹
item = 27440,老和尚
item = 27441,小和尚
item = 27442,酆都官吏
item = 27443,酆都鬼卒
item = 27444,大鴻臚_免費
item = 27445,戰場鄉導官
item = 27446,羅馬婦女
item = 27447,羅馬老人
item = 27448,羅馬市民
item = 27449,波斯男人
item = 27450,波斯女人
item = 27451,小男童
item = 27452,小女童
item = 27453,狗仙
item = 27454,旺旺狗
item = 27455,豬仙
item = 27456,擺攤男
item = 27457,擺攤女
item = 27458,徐商_樊危
item = 27459,呂建_樊危
item = 27460,徐晃_樊危
item = 27462,高麗男
item = 27463,高麗女
item = 27464,高麗老人
item = 27465,高麗小孩
item = 27466,簡雍_阿斗
item = 27467,糜竺_阿斗
item = 27468,糜夫人_阿斗
item = 27469,張飛_阿斗
item = 27470,天蓬元帥
item = 27471,小天蓬
item = 27472,小雪怪
item = 27473,雪怪
item = 27474,紫毒
item = 27475,紫毒魔
item = 27476,妖犬
item = 27477,小妖犬
item = 27478,天蓬將軍
item = 27479,小將軍
item = 27480,小巨峰怪
item = 27481,巨峰雪怪
item = 27482,幼龍
item = 27483,小幼龍
item = 27484,嘯天犬
item = 27485,小嘯天犬
item = 27486,雪狼
item = 27487,冰峰妖蠶
item = 27488,幽穴水妖
item = 27497,一眉道長(NPC)
item = 27499,小老虎
item = 27500,小熊貓
item = 27501,小白鷲
item = 27502,狂暴猛疣
item = 27503,小猛疣
item = 27504,小冰晶鬼
item = 27505,冰晶雪人
item = 27506,狂暴蜥蜴
item = 27507,狂暴蜥蜴鬼
item = 27508,嘯天獵犬
item = 27509,小獵犬
item = 27510,幽泉侍衛_A
item = 27511,幽泉侍衛_B
item = 27512,嫦娥
item = 27513,遺忘的結晶
item = 27514,蜀漢翔龍
item = 27515,準新郎
item = 27516,準新娘
item = 27518,血狼
item = 27519,豺豹
item = 27520,紅眼飛鷹
item = 27521,長牙虎
item = 27522,火蜥蜴
item = 27523,鐵甲蜥蜴
item = 27524,噬血狂熊
item = 27525,河童妖
item = 27526,鋸齒虎
item = 27527,腐毒蟾蜍
item = 27528,大刺疣豬
item = 27529,錦蛇
item = 27530,鐵甲狂牛
item = 27531,尖耳山貓
item = 27532,毒蠍子
item = 27533,金剛
item = 27538,南華老仙(NPC)
item = 27539,雪橇紅衣老人
item = 27540,諸葛亮_草船
item = 27541,稻草人_副本用01
item = 27542,稻草人_副本用02
item = 27543,稻草人_副本用03
item = 27544,稻草人_副本用04
item = 27545,稻草人_副本用05
item = 27546,稻草人_副本用06
item = 27547,稻草人_副本用07
item = 27548,稻草人_副本用08
item = 27549,關羽_華容
item = 27550,曹操_華容
item = 27551,張遼_華容
item = 27552,諸葛亮_草船01
item = 27553,周瑜_草船
item = 27554,副本用石碑
item = 27555,副本用石碑_山水
item = 27556,副本用石碑_大殿
item = 27557,副本用石碑_大殿2
item = 27558,副本用石碑_火燒
item = 27559,副本用石碑_火燒2
item = 27560,副本用石碑_火燒3
item = 27561,副本用石碑_點兵
item = 27564,媒人婆
item = 27565,寶氣
item = 27566,珠光
item = 27574,寶氣_A
item = 27575,寶氣_B
item = 27576,寶氣_C
item = 27577,珠光_A
item = 27578,珠光_B
item = 27579,珠光_C
item = 27591,城門開關員
item = 27592,城西傳送員
item = 27593,城東傳送員
item = 27594,軍團傳送官
item = 27700,皇家呂布
item = 27701,皇家貂蟬
item = 27702,皇家董卓
item = 27703,皇家張遼
item = 28000,荊州精銳伍長
item = 28001,王甫_樊危
item = 28002,廖化_樊危
item = 28003,趙累_樊危
item = 28004,關平_樊危
item = 28005,淳于導_阿斗
item = 28006,夏侯恩_阿斗
item = 28007,晏明_阿斗
item = 28008,馬延_阿斗
item = 28009,張顗_阿斗
item = 28010,焦觸_阿斗
item = 28011,張南_阿斗
item = 28012,鍾縉_阿斗
item = 28013,鍾紳_阿斗
item = 28014,文聘_阿斗
item = 28015,張郃_阿斗
item = 28016,張梁_黃巾
item = 28017,張寶_A1
item = 28018,張寶_A2
item = 28019,張寶_A3
item = 28020,張寶_B
item = 28021,張寶_C
item = 28022,張角_真
item = 28023,張角_偽
item = 28024,張寶_D
item = 28025,張寶_A4
item = 28026,金猊使
item = 28027,馭獸使
item = 28028,馭天使
item = 28029,馭龍使
item = 28030,千年火龍
item = 28031,千年火龍_石化
item = 28032,阿修羅_假
item = 28033,邪龍_假
item = 28034,修羅‧魔陀_假
item = 28035,妖化張角_蚩尤
item = 28036,水鏡先生_蚩尤
item = 28037,風魔
item = 28038,雨妖
item = 28039,蚩尤副將
item = 28040,五雷狼牙弩車
item = 28041,神火蒺藜龍炮
item = 28042,呂蒙_華容
item = 28043,凌統_華容
item = 28044,陸遜_華容
item = 28045,太史慈_1
item = 28046,趙雲_華容
item = 28047,張飛_華容
item = 28048,程普_草船
item = 28049,張昭_草船
item = 28050,蜀國副將_華容1
item = 28051,吳國副將_華容1
item = 28052,吳國副將_華容2
item = 28053,吳國副將_華容3
item = 28054,吳國副將_華容4
item = 28055,蜀國副將_華容2
item = 28056,蔣欽_草船
item = 28057,趙岑_三英
item = 28058,華雄_三英A
item = 28059,李肅_三英
item = 28060,胡軫_三英
item = 28061,華雄_三英B
item = 28062,樊稠_三英
item = 28063,華雄_三英C
item = 28064,張濟_三英
item = 28065,高順_三英
item = 28066,呂布_三英A
item = 28067,張遼_三英
item = 28068,呂布_三英B
item = 28069,鮑忠_三英
item = 28070,程普_三英
item = 28071,孫堅_三英A
item = 28072,孫堅_三英B
item = 28073,祖茂_三英
item = 28074,俞涉_三英
item = 28075,潘鳳_三英
item = 28076,關羽_三英A
item = 28077,方悅_三英
item = 28078,穆順_三英
item = 28079,武安國_三英
item = 28080,王匡_三英
item = 28081,公孫瓚_三英
item = 28082,張飛_三英
item = 28083,關羽_三英B
item = 28084,劉備_三英
item = 28085,劉備_桃園A
item = 28086,關羽_桃園A
item = 28087,張飛_桃園A
item = 28088,劉備_桃園B
item = 28089,關羽_桃園B
item = 28090,張飛_桃園B
item = 28091,程遠志_桃園
item = 28092,鄧茂_桃園
item = 28093,張世平_桃園
item = 28094,蘇雙_桃園
item = 28095,鄒靖_桃園
item = 28096,劉焉_桃園
item = 28097,黃巾副將_桃園A
item = 28098,黃巾副將_桃園B
item = 28099,曹操_梟雄A
item = 28100,夏侯惇_梟雄A
item = 28101,夏侯淵_梟雄A
item = 28102,曹操_梟雄B
item = 28103,夏侯惇_梟雄B
item = 28104,夏侯淵_梟雄B
item = 28105,張寶_梟雄
item = 28106,張梁_梟雄
item = 28107,橋玄_梟雄
item = 28108,許劭_梟雄
item = 28109,黃巾副將_梟雄A
item = 28110,黃巾副將_梟雄B
item = 28111,何曼_梟雄
item = 28112,卞喜_梟雄
item = 28113,涼州副將_三英A
item = 28114,涼州副將_三英B
item = 28115,涼州副將_三英C
item = 28116,涼州副將_三英D
item = 28117,涼州副將_三英E
item = 28118,涼州副將_三英F
item = 28119,涼州副將_三英G
item = 28120,袁紹_三英
item = 28121,華雄_三公
item = 28122,李肅_三公
item = 28123,趙岑_三公
item = 28124,胡軫_三公
item = 28125,樊稠_三公
item = 28126,張濟_三公
item = 28127,張梁_三公A
item = 28128,張寶_三公A
item = 28129,張角_三公A
item = 28130,張梁_三公B
item = 28131,張寶_三公B
item = 28132,張角_三公B
item = 28133,張讓_十常
item = 28134,趙忠_十常
item = 28135,封諝_十常
item = 28136,段珪_十常
item = 28137,曹節_十常
item = 28138,侯覽_十常
item = 28139,蹇碩_十常
item = 28140,程曠_十常
item = 28141,夏惲_十常
item = 28142,郭勝_十常
item = 28143,何進_十常
item = 28144,盧植_十常
item = 28145,袁紹_十常
item = 28146,曹操_十常
item = 28147,搶親王_50
item = 28148,搶親寨主_50
item = 28149,搶親山寨王_50
item = 28150,搶親艷姬_50
item = 28151,搶親名妓_50
item = 28152,搶親女王_50
item = 28153,搶親王_100
item = 28154,搶親寨主_100
item = 28155,搶親山寨王_100
item = 28156,搶親艷姬_100
item = 28157,搶親名妓_100
item = 28158,搶親女王_100
item = 28500,荊州精銳刀兵
item = 28501,荊州精銳槍兵
item = 28502,荊州精銳輕騎兵
item = 28503,荊州精銳弓兵
item = 28504,荊州精銳騎兵
item = 28505,魏國精銳大刀兵
item = 28506,魏國精銳長槍兵
item = 28507,魏國精銳長劍兵
item = 28508,魏國精銳長弓兵
item = 28509,魏國精銳近衛兵
item = 28510,魏國精銳游騎兵
item = 28511,魏國精銳鐵騎兵
item = 28512,魏國精銳弓騎兵
item = 28513,魏國精銳虎豹騎
item = 28514,黃巾妖兵
item = 28515,生命圖騰_A
item = 28516,生命圖騰_B
item = 28517,雷球_A
item = 28518,雷球_B
item = 28519,衰弱圖騰
item = 28520,炸裂圖騰
item = 28521,張寶_兵
item = 28522,飛石臺
item = 28523,金猊
item = 28524,凶獸
item = 28525,幻鷲
item = 28526,幽龍
item = 28527,夸父族巨人
item = 28528,夸父族勇士
item = 28529,被囚禁的侍衛
item = 28531,七星轉生石
item = 28532,城牆_01
item = 28533,城牆_02
item = 28534,城牆_03
item = 28535,城牆_04
item = 28536,城牆_05
item = 28537,魔獄鐵騎隊長_1
item = 28538,魔獄鐵騎隊長_2
item = 28539,魔獄鐵騎隊長_3
item = 28540,魔獄鐵騎隊長_4
item = 28541,魔獄鐵騎隊長_5
item = 28542,魔獄鐵騎隊長_6
item = 28543,火球_A
item = 28544,火球_B
item = 28545,火球_C
item = 28546,蝕魂石柱_A
item = 28547,蝕魂石柱_B
item = 28548,蝕魂石柱_C
item = 28549,吸魄石柱_A
item = 28550,吸魄石柱_B
item = 28551,吸魄石柱_C
item = 28552,炎帝石柱
item = 28553,火陣旗_蚩尤
item = 28554,水陣旗_蚩尤
item = 28555,仙陣旗_蚩尤
item = 28556,妖陣旗_蚩尤
item = 28557,噴火樓_蚩尤
item = 28558,地牙樓_蚩尤
item = 28559,蚩尤護衛隊長
item = 28560,蚩尤護衛兵
item = 28561,妖蛇女
item = 28562,鬼鷹
item = 28563,融岩蜘蛛
item = 28564,熔石魔
item = 28565,地靈童
item = 28566,魔獄鐵騎_1
item = 28567,魔獄鐵騎_2
item = 28568,魔獄鐵騎_3
item = 28569,魔獄鐵騎_4
item = 28570,魔獄鐵騎_5
item = 28571,魔獄鐵騎_6
item = 28572,玄甲弩兵
item = 28573,玄甲虎騎
item = 28574,玄甲豹騎
item = 28575,玄甲宿衛兵
item = 28576,精銳驍勇虎騎
item = 28577,精銳驍勇豹騎
item = 28578,精銳驍勇弩兵
item = 28579,精銳驍勇宿衛兵
item = 28580,船檔牆_01
item = 28581,船檔牆_02
item = 28582,船檔牆_03
item = 28583,船檔牆_04
item = 28584,船檔牆_05
item = 28585,紅火球
item = 28586,紫火球
item = 28587,黃火球
item = 28588,噬靈光球_01
item = 28589,噬靈光球_02
item = 28590,強弩臺
item = 28591,連弓臺
item = 28592,火戰臺
item = 28593,玄甲弩兵_01
item = 28594,吳國精銳大刀兵
item = 28595,吳國精銳長槍兵
item = 28596,吳國精銳長劍兵
item = 28597,吳國精銳長弓兵
item = 28598,吳國精銳近衛兵
item = 28599,蜀國精銳游騎兵
item = 28600,蜀國精銳鐵騎兵
item = 28601,蜀國精銳弓騎兵
item = 28602,蜀國精銳虎騎
item = 28603,吳國精銳大刀兵_1
item = 28604,吳國精銳長槍兵_1
item = 28605,吳國精銳長劍兵_1
item = 28606,吳國精銳長弓兵_1
item = 28607,蜀國精銳游騎兵_1
item = 28608,蜀國精銳鐵騎兵_1
item = 28609,蜀國精銳弓騎兵_1
item = 28610,蜀國精銳校刀手
item = 28611,異樣的石柱_01
item = 28612,異樣的石柱_02
item = 28613,吳國飛石臺_0
item = 28614,吳國玄甲弩兵_0
item = 28615,吳國玄甲宿衛兵_0
item = 28616,吳國驍勇弩兵_0
item = 28617,蜀國驍勇豹騎_0
item = 28618,蜀國驍勇虎騎_0
item = 28619,黃巾刀兵_梟雄
item = 28620,黃巾槍兵_梟雄
item = 28621,黃巾大刀兵_梟雄
item = 28622,黃巾炸彈兵_梟雄
item = 28623,稻草妖兵_梟雄
item = 28624,涼州精銳刀兵_三英
item = 28625,涼州精銳槍兵_三英
item = 28626,涼州精銳弓兵_三英
item = 28627,涼州精銳騎兵_三英
item = 28628,涼州精銳武士_三英
item = 28629,涼州精銳虎騎_三英
item = 28630,董軍陣旗_三英
item = 28631,涼州玄甲弩兵
item = 28632,羽林精銳刀兵_十常
item = 28633,羽林精銳飛刀兵_十常
item = 28634,羽林精銳槍兵_十常
item = 28635,羽林精銳弓兵_十常
item = 28636,羽林精銳輕騎兵_十常
item = 28637,羽林精銳騎兵_十常
item = 28638,羽林精銳武士_十常
item = 28639,羽林精銳鐵騎_十常
item = 28640,羽林精銳豹騎_十常
item = 28641,羽林精銳虎騎_十常
item = 28642,黃巾陣旗_桃園A
item = 28643,黃巾陣旗_桃園B
item = 28644,黃巾陣旗_桃園C
item = 28645,羽林陣旗_桃園A
item = 28646,羽林陣旗_桃園B
item = 28647,羽林陣旗_桃園C
item = 28648,羽林陣旗_桃園D
item = 28649,羽林陣旗_桃園E
item = 90024,妖火
item = 90025,秦陵墓守將_假
item = 90042,秦陵墓守將_01
item = 90043,秦陵墓守將_02
item = 90044,秦陵墓守將_03
item = 90045,秦陵墓守將_04
item = 90046,秦陵墓守將_05
item = 90047,秦陵墓守將_真
item = 28650,搶親漢_50
item = 28651,搶親力士_50
item = 28652,搶親壯丁_50
item = 28653,搶親賊子_50
item = 28654,搶親小婢_50
item = 28655,搶親女子_50
item = 28656,搶親舞妓_50
item = 28657,搶親歌妓_50
item = 28658,搶親漢_100
item = 28659,搶親力士_100
item = 28660,搶親壯丁_100
item = 28661,搶親賊子_100
item = 28662,搶親小婢_100
item = 28663,搶親女子_100
item = 28664,搶親舞妓_100
item = 28665,搶親歌妓_100
item = 28666,征西精銳斧兵_狄道
item = 28667,征西精銳矛兵_狄道
item = 28668,征西精銳騎兵_狄道
item = 28669,征西精銳重騎兵_狄道
item = 28670,征西精銳弓騎_狄道
item = 28671,戰陣碑_狄道1
item = 28672,戰陣碑_狄道2
item = 28673,戰陣碑_狄道3
item = 28674,戰陣碑_狄道4
item = 28675,戰陣碑_狄道5
item = 89002,雙斧狂戰士
item = 89003,標槍狂戰士
item = 89004,狂暴長弓戰士
item = 89005,狂暴獸騎戰士
item = 89006,狂暴巫師
item = 89007,長槍狂戰士
item = 89008,狂暴大刀戰士
item = 89009,狂暴女兵
item = 89010,爆走玉兔首領
item = 89011,月餅軍
item = 89013,馴獸師
item = 89014,操獸師
item = 89015,虎豹
item = 89016,鱗蛇
item = 89017,殺念修羅兵
item = 89018,萬邪修羅兵
item = 89019,狂慾修羅兵
item = 89020,怒煞修羅兵
item = 89021,猿魔
item = 89022,力魔
item = 89023,血鷹
item = 89024,石魔
item = 89025,巨型蜘蛛
item = 89026,魔化犛牛
item = 89027,週年慶小雞
item = 89028,虛像‧魔槍兵 
item = 89029,虛像‧炎劍士
item = 89030,虛像‧魔弓兵
item = 89031,戰鎚狂戰士
item = 89033,貪吃豬
item = 89050,虎砲
item = 89051,龍砲
item = 89052,鐵盾車
item = 89053,鐵刀牆
item = 89054,噴火樓
item = 89055,地牙樓
item = 89056,魔獄鐵騎隊長
item = 89057,魔獄鐵騎
item = 89060,仙兔
item = 89061,圓月仙女
item = 89065,南瓜怪
item = 89066,南瓜怪頭目
item = 89071,聖誕白熊
item = 89499,喪虎
item = 89500,邪象
item = 89501,兇猛山豬
item = 89502,瘴氣鬼卒
item = 89503,瘴氣邪虎
item = 89504,瘴氣夜叉
item = 89505,瘴氣惡鬼
item = 89506,邪劍豪
item = 89507,狂暴惡鬼
item = 89508,狂暴邪劍豪
item = 89509,瘴氣巨魔
item = 89510,腐屍妖兵
item = 89511,山越斧兵
item = 89512,山越斧兵隊長
item = 89513,山越長弓兵
item = 89514,山越長弓隊長
item = 89515,山越鏢鎗兵
item = 89516,山越鏢槍隊長
item = 89517,山越力士
item = 89518,山越力士隊長
item = 89519,山越籐甲兵
item = 89520,山越籐甲隊長
item = 89521,山越獸騎兵
item = 89522,山越獸騎隊長
item = 89523,山越妖術兵
item = 89524,山越巫師
item = 89525,山越精銳弓兵
item = 89526,山越精銳籐甲兵
item = 89527,山越精銳獸騎兵
item = 89528,山越精銳力士
item = 89529,山越象兵
item = 89530,山越象兵隊長
item = 89531,山越戰鎚兵
item = 89532,山越戰鎚隊長
item = 89533,山越重裝籐甲兵 
item = 89534,山越戰獸騎兵
item = 89535,山越精銳戰鎚兵
item = 89536,山越精銳象兵
item = 89537,木鹿籐甲兵
item = 89538,木鹿籐甲兵隊長
item = 89539,木鹿鏢槍兵
item = 89540,木鹿鏢槍兵隊長
item = 89541,木鹿獸騎兵
item = 89542,木鹿獸騎兵隊長
item = 89543,木鹿象兵
item = 89544,木鹿象兵隊長
item = 89545,五毒小白蛇
item = 89546,五毒小青蛇
item = 89547,五毒小鬣蜥
item = 89548,五毒小巨蠍
item = 89549,五毒小天蟾
item = 89550,伊寒女
item = 89551,魍魎姬
item = 89552,羶火孃
item = 89553,火祀娘
item = 89554,降巫姬
item = 89555,山祀孃
item = 89556,靈祀女
item = 89557,水祀娘
item = 89558,精銳馴獸師
item = 89559,精銳操獸師
item = 89560,精銳虎豹
item = 89561,精銳鱗蛇
item = 89562,殺念精銳修羅兵
item = 89563,萬邪精銳修羅兵
item = 89564,狂慾精銳修羅兵
item = 89565,怒煞精銳修羅兵
item = 89566,精銳力魔
item = 89567,精銳石魔
item = 89568,虛像‧精銳魔槍兵 
item = 89569,虛像‧精銳炎劍士
item = 89570,虛像‧精銳魔弓兵
item = 89571,巨角狼_測
item = 89572,馬面鬼_測
item = 89573,牛頭鬼_測
item = 89574,水夜叉_測
item = 89575,鬼判官_測
item = 89576,魑魅_測
item = 89577,魍魎_測
item = 89599,西羌大斧兵
item = 89600,西羌大斧兵隊長
item = 89601,西羌長矛兵
item = 89602,西羌長矛兵隊長
item = 89603,西羌武鬥兵
item = 89604,西羌武鬥兵隊長
item = 89605,西羌戰鎚兵
item = 89606,西羌戰鎚兵隊長
item = 89607,西羌駱駝兵
item = 89608,西羌駱駝兵隊長
item = 89609,西羌鐵車兵
item = 89610,西羌鐵車兵隊長
item = 89611,西涼鐵盾兵
item = 89612,西涼鐵盾隊長
item = 89613,西涼騎兵
item = 89614,西涼騎兵隊長
item = 89615,西涼游騎兵
item = 89616,西涼游騎隊長
item = 89617,西涼弓騎兵
item = 89618,西涼弓騎隊長
item = 89619,西涼強騎
item = 89620,西涼強騎隊長
item = 89621,征西精銳強騎兵
item = 89622,征西精銳游騎兵
item = 89623,征西精銳騎兵
item = 89624,北伐精銳鐵盾兵
item = 89625,北伐精銳戰鎚兵
item = 89626,北伐精銳大斧兵
item = 89627,鎮南步戟兵
item = 89628,鎮南穿槍兵
item = 89629,鎮南巨弩兵
item = 89630,鎮南大鎚兵
item = 89631,鎮南狂騎兵
item = 89632,平北雙刀兵
item = 89633,平北大劍兵
item = 89634,平北連弓兵
item = 89635,平北狂斧兵
item = 89636,平北浪騎兵
item = 89637,鎮南步戟兵隊長
item = 89638,鎮南穿槍兵隊長
item = 89639,鎮南巨弩兵隊長
item = 89640,鎮南大鎚兵隊長
item = 89641,鎮南狂騎兵隊長
item = 89642,平北雙刀兵隊長
item = 89643,平北大劍兵隊長
item = 89644,平北連弓兵隊長
item = 89645,平北狂斧兵隊長
item = 89646,平北浪騎兵隊長
item = 89999,曹操_赤壁
item = 90000,關羽_赤壁
item = 90001,張遼_赤壁
item = 90002,關平_赤壁
item = 90003,程昱_赤壁
item = 90004,周倉_赤壁
item = 90005,蜀國副將_吳
item = 90006,魏國副將_魏
item = 90007,激流石柱_吳
item = 90008,蜀國鐵騎兵_赤壁
item = 90009,蜀國弓騎兵_赤壁
item = 90010,殺生石柱_吳
item = 90011,激流石柱_魏
item = 90012,魏國鐵騎兵_赤壁
item = 90013,魏國弓騎兵_赤壁
item = 90014,殺生石柱_魏
item = 90015,火陣旗
item = 90016,水陣旗
item = 90017,仙陣旗
item = 90018,妖陣旗
item = 90019,斬陣旗
item = 90020,刺陣旗
item = 90021,碎陣旗
item = 90022,射陣旗
item = 90023,無陣旗
item = 90026,陸遜_戰場
item = 90027,劉備_戰場
item = 90028,徐盛_戰場
item = 90029,馬良_戰場
item = 90030,韓當_戰場
item = 90031,黃權_戰場
item = 90032,朱然_戰場
item = 90033,張南_戰場
item = 90034,殺生石柱_蜀
item = 90035,激流石柱_蜀
item = 90036,蜀國副將_連營
item = 90037,蜀國鐵騎兵_連營
item = 90038,蜀國弓騎兵_連營
item = 90039,吳國副將_連營
item = 90040,吳國鐵騎兵_連營
item = 90041,吳國弓騎兵_連營
item = 90048,守護青龍
item = 90049,守護白虎
item = 90050,守護朱雀
item = 90051,守護玄武
item = 90052,守護麒麟
item = 90053,測試昏眩虎騎
item = 90054,魔獄虎
item = 90055,魔獄鬼
item = 90056,魔獄狐
item = 90057,魔獄妖童
item = 90058,魔獄法師
item = 90059,魔獄劍客
item = 90060,藤魔
item = 90061,苔土魔
item = 90062,火陣旗_魏
item = 90063,水陣旗_魏
item = 90064,仙陣旗_魏
item = 90065,妖陣旗_魏
item = 90066,火陣旗_吳
item = 90067,水陣旗_吳
item = 90068,仙陣旗_吳
item = 90069,妖陣旗_吳
item = 90070,張濟_長安
item = 90071,樊稠_長安
item = 90072,牛輔_長安
item = 90073,李蒙_長安
item = 90074,審配_長安
item = 90075,沮授_長安
item = 90076,沮鵠_長安
item = 90077,許攸_長安
item = 90078,影青龍_妖靈洞
item = 90079,影白虎_妖靈洞
item = 90080,影朱雀_妖靈洞
item = 90081,影玄武_妖靈洞
item = 90082,影麒麟_妖靈洞
item = 90083,夏侯惇_新野
item = 90084,許褚_新野
item = 90085,曹仁_新野
item = 90086,李典_新野
item = 90087,于禁_新野
item = 90088,夏侯蘭_新野
item = 90089,曹洪_新野
item = 90090,韓浩_新野
item = 90091,張飛_新野
item = 90092,關羽_新野
item = 90093,趙雲_新野
item = 90094,孫乾_新野
item = 90095,關平_新野
item = 90096,糜竺_新野
item = 90097,糜芳_新野
item = 90098,劉封_新野
item = 90099,魏國重弩兵
item = 90100,蜀國重弩兵
item = 90101,魏國大刀衛兵_A
item = 90102,魏國長槍衛兵_A
item = 90103,蜀國大刀衛兵_A
item = 90104,蜀國長槍衛兵_A
item = 90105,魏國鐵騎兵_A
item = 90106,魏國弓騎兵_A
item = 90107,蜀國鐵騎兵_A
item = 90108,蜀國弓騎兵_A
item = 90109,火陣旗_蜀
item = 90110,水陣旗_蜀
item = 90111,仙陣旗_蜀
item = 90112,妖陣旗_蜀
item = 90113,魏國寶箱
item = 90114,蜀國寶箱
item = 90115,新野寶箱_A
item = 90116,新野寶箱_B
item = 90117,新野寶箱_空A
item = 90118,新野寶箱_空B
item = 90119,打劫大盜_A
item = 90120,打劫大盜_B
item = 90283,秦始皇_始皇
item = 90284,呂不韋_始皇
item = 90285,白起_始皇
item = 90286,蒙恬_始皇
item = 90287,王翦_始皇
item = 90288,蒙武_始皇
item = 90289,蒙毅_始皇
item = 90290,王賁_始皇
item = 90291,李斯_始皇
item = 90292,子嬰_始皇
item = 90293,尉繚_始皇
item = 90294,嫪毐_始皇
item = 90295,扶蘇
item = 90296,成蛟
item = 90297,內史騰
item = 90298,屠睢
item = 90299,胡亥
item = 90300,趙高
item = 90301,姚賈
item = 90302,頓弱
item = 90303,守護青龍_始皇
item = 90304,守護白虎_始皇
item = 90305,守護朱雀_始皇
item = 90306,守護玄武_始皇
item = 90307,守護麒麟_始皇
item = 90308,守護邪龍_始皇
item = 90309,秦陵墓守將_始皇1
item = 90310,秦陵墓守將_始皇2
item = 90311,秦陵墓守將_始皇3
item = 90312,秦陵墓守將_始皇4
item = 90313,秦陵墓守將_始皇5
item = 90314,殺念修羅兵_始皇
item = 90315,萬邪修羅兵_始皇
item = 90316,狂慾修羅兵_始皇
item = 90317,怒煞修羅兵_始皇
item = 90318,精銳兵馬俑劍兵_始皇
item = 90319,精銳兵馬俑槍兵_始皇
item = 90320,精銳兵馬俑弓兵_始皇
item = 90321,精銳兵馬俑騎兵_始皇
item = 90322,精銳兵馬俑戰車_始皇
item = 90499,妖化張角
item = 90500,水鏡先生
item = 90529,郭淮
item = 90530,曹真
item = 90531,祝融_情人
item = 90532,孟獲_情人
item = 90533,董卓_情人
item = 90534,呂布_情人
item = 90535,紀靈_情人
item = 90536,龐德_情人
item = 90537,卑彌呼_情人
item = 90538,貂蟬_情人
item = 90539,寨王‧妖五娘_情人
item = 90540,水祀娘_情人
item = 90541,刑天
item = 90542,趙公明
item = 90543,申公豹
item = 90544,聞仲
item = 90545,妲己
item = 90546,紂王
item = 90547,鍾會
item = 90548,鄧艾
item = 90549,姜維_2
item = 90550,蔣琬_2
item = 90562,郝昭_新野外王
item = 90563,王雙_新野外王
item = 90564,陳泰
item = 90565,徐質_新野外王
item = 90566,斐秀
item = 90567,王基
item = 90568,陳騫
item = 90569,賈充
item = 90570,王經
item = 90571,諸葛緒
item = 90572,胡遵_新野外王
item = 90573,蔣舒_新野外王
item = 90574,傅僉
item = 90575,黃皓
item = 90576,蔣斌_新野外王
item = 90577,胡濟
item = 90578,夏侯霸_新野外王
item = 90579,譙周_新野外王
item = 90580,張翼_新野外王
item = 90590,棘刺甲拱橋車
item = 90591,鷲炎狂箭弩車
item = 90592,吼城離火虎砲
item = 90593,連火環珠砲車
item = 90594,魏文官造型大將
item = 90595,魏武官造型大將
item = 90596,魏文官造型
item = 90597,魏武官造型
item = 90598,吳文官造型大將
item = 90599,吳武官造型大將
item = 90600,吳文官造型
item = 90601,吳武官造型
item = 90602,曹休_9000
item = 90603,賈逵_9000
item = 90604,張普
item = 90605,薛喬
item = 90606,諸葛恪_9000
item = 90607,丁奉_9000
item = 90608,全端_9000
item = 90609,留略_9000
item = 90610,司馬師
item = 90611,王昶
item = 90612,胡遵_9000
item = 90613,毋丘儉_9000
item = 90614,周魴_9000
item = 90615,徐盛_9000
item = 90616,朱桓_9000
item = 90617,全琮_9000
item = 140401,虎焱台_測
item = 140402,萬箭樓_測
item = 140403,鳶砲塔_測
item = 140754,榛果虎
item = 140755,可可虎
item = 140756,抹茶虎
item = 140757,虎舞獅
item = 140758,幼年獸
item = 140759,紅虎
item = 140760,影虎
item = 140761,酒虎
item = 142901,蘿莉妹(女)
item = 142902,正太仔(男)
item = 142903,性感小貓服(女)
item = 142904,猴腮雷(男)
item = 142905,猴腮雷(女)
item = 142906,貓熊團團裝(男)
item = 142907,貓熊圓圓裝(女)
item = 142908,虎假虎威(男)
item = 142909,聖誕套裝(男)
item = 142910,聖誕套裝(女)
item = 142911,麋鹿套裝(男)
item = 142912,麋鹿套裝(女)
item = 142913,小貓裝早春版
item = 142914,老虎裝早春版
item = 142915,呂布武魂(男)
item = 142916,貂蟬武魂(女)
item = 142917,屈原大夫裝
item = 142918,闇氏裝扮
item = 142919,小貓裝(夏)
item = 142920,老虎裝(夏)
item = 142921,男浴衣
